config,structure,algebra,n,q,distribution,variant,run,build_ms,query_ms,checksum,peak_rss_kib
gcc-release,sqrt,affine,500000,500000,short,before,4,36.9218,12.7909,17278716764487211200,158856
gcc-release,sqrt,affine,500000,500000,short,after,4,27.8472,13.9798,17278716764487211200,129412
gcc-release,sqrt,affine,500000,500000,short,after,5,27.5819,12.7595,17278716764487211200,129104
gcc-release,sqrt,affine,500000,500000,short,before,5,37.3292,13.0824,17278716764487211200,158348
gcc-release,sqrt,affine,500000,100,random,before,0,36.5509,0.008006,17756240319959167362,154364
gcc-release,sqrt,affine,500000,100,random,after,0,30.3521,0.012258,17756240319959167362,125532
gcc-release,sqrt,affine,500000,100,random,after,1,30.3874,0.006947,17756240319959167362,125524
gcc-release,sqrt,affine,500000,100,random,before,1,36.1902,0.007549,17756240319959167362,154420
gcc-release,sqrt,affine,500000,100,random,before,2,37.8763,0.007376,17756240319959167362,154116
gcc-release,sqrt,affine,500000,100,random,after,2,30.3906,0.006167,17756240319959167362,125548
gcc-release,sqrt,affine,500000,100,random,after,3,29.0117,0.014683,17756240319959167362,125568
gcc-release,sqrt,affine,500000,100,random,before,3,38.5188,0.007839,17756240319959167362,154540
gcc-release,sqrt,affine,500000,100,random,before,4,40.9686,0.008069,17756240319959167362,154756
gcc-release,sqrt,affine,500000,100,random,after,4,31.5169,0.007779,17756240319959167362,125380
gcc-release,sqrt,affine,500000,100,random,after,5,57.5724,0.009218,17756240319959167362,125300
gcc-release,sqrt,affine,500000,100,random,before,5,62.0247,0.008952,17756240319959167362,154756
gcc-release,sqrt,matrix,500000,500000,random,before,0,96.5925,23.5067,12536137626927728898,304420
gcc-release,sqrt,matrix,500000,500000,random,after,0,54.213,23.1299,12536137626927728898,247828
gcc-release,sqrt,matrix,500000,500000,random,after,1,53.6961,23.3996,12536137626927728898,248020
gcc-release,sqrt,matrix,500000,500000,random,before,1,65.1643,23.4906,12536137626927728898,305012
gcc-release,sqrt,matrix,500000,500000,random,before,2,63.7435,23.6195,12536137626927728898,304724
gcc-release,sqrt,matrix,500000,500000,random,after,2,53.7312,25.0247,12536137626927728898,247652
gcc-release,sqrt,matrix,500000,500000,random,after,3,52.5003,23.7445,12536137626927728898,247992
gcc-release,sqrt,matrix,500000,500000,random,before,3,67.0349,25.2523,12536137626927728898,305684
gcc-release,sqrt,matrix,500000,500000,random,before,4,63.2158,23.5703,12536137626927728898,305276
gcc-release,sqrt,matrix,500000,500000,random,after,4,52.069,23.6496,12536137626927728898,247744
gcc-release,sqrt,matrix,500000,500000,random,after,5,51.2727,23.4312,12536137626927728898,248052
gcc-release,sqrt,matrix,500000,500000,random,before,5,65.2421,23.9847,12536137626927728898,305092
gcc-release,sqrt,matrix,500000,500000,short,before,0,65.7154,19.4502,16579006819884432526,304968
gcc-release,sqrt,matrix,500000,500000,short,after,0,52.011,19.8234,16579006819884432526,247708
gcc-release,sqrt,matrix,500000,500000,short,after,1,53.2942,20.182,16579006819884432526,248104
gcc-release,sqrt,matrix,500000,500000,short,before,1,69.8156,19.3294,16579006819884432526,304560
gcc-release,sqrt,matrix,500000,500000,short,before,2,65.82,19.3671,16579006819884432526,304892
gcc-release,sqrt,matrix,500000,500000,short,after,2,52.1471,19.6619,16579006819884432526,247704
