config,structure,algebra,n,q,distribution,variant,run,build_ms,query_ms,checksum,peak_rss_kib
clang-release,linear,min,500000,500000,descending,after,0,3.23474,6.03926,17269065117241543990,18544
clang-release,linear,min,500000,500000,descending,after,1,3.37805,6.04726,17269065117241543990,18584
clang-release,linear,min,500000,500000,descending,before,1,4.49353,7.04984,17269065117241543990,20440
clang-release,linear,min,500000,500000,descending,before,2,4.19885,7.3807,17269065117241543990,20420
clang-release,linear,min,500000,500000,descending,after,2,4.00169,8.19951,17269065117241543990,18392
clang-release,linear,min,500000,500000,descending,after,3,3.83901,7.32043,17269065117241543990,18520
clang-release,linear,min,500000,500000,descending,before,3,4.46075,7.8722,17269065117241543990,20364
clang-release,linear,min,500000,500000,descending,before,4,4.37361,7.33565,17269065117241543990,20500
clang-release,linear,min,500000,500000,descending,after,4,3.67805,6.86428,17269065117241543990,18564
clang-release,linear,min,500000,500000,descending,after,5,3.58818,7.13424,17269065117241543990,18544
clang-release,linear,min,500000,500000,descending,before,5,4.29197,7.19409,17269065117241543990,20360
clang-release,linear,min,524289,500000,random,before,0,7.34271,15.213,13671779831198670799,20748
clang-release,linear,min,524289,500000,random,after,0,6.42931,13.156,13671779831198670799,19472
clang-release,linear,min,524289,500000,random,after,1,6.4977,10.2724,13671779831198670799,19556
clang-release,linear,min,524289,500000,random,before,1,7.36209,15.5543,13671779831198670799,20740
clang-release,linear,min,524289,500000,random,before,2,7.58778,15.0746,13671779831198670799,20712
clang-release,linear,min,524289,500000,random,after,2,6.13513,6.60315,13671779831198670799,19484
clang-release,linear,min,524289,500000,random,after,3,6.30912,6.75066,13671779831198670799,19464
clang-release,linear,min,524289,500000,random,before,3,7.70465,15.1772,13671779831198670799,20748
clang-release,linear,min,524289,500000,random,before,4,7.45871,16.2631,13671779831198670799,20788
clang-release,linear,min,524289,500000,random,after,4,6.59904,10.6936,13671779831198670799,19624
clang-release,linear,min,524289,500000,random,after,5,6.19021,8.03146,13671779831198670799,19464
clang-release,linear,min,524289,500000,random,before,5,7.43636,14.7856,13671779831198670799,20700
clang-release,linear,min,524289,500000,short,before,0,7.51132,8.23257,14492130117152109548,20676
clang-release,linear,min,524289,500000,short,after,0,6.35879,4.20296,14492130117152109548,19504
clang-release,linear,min,524289,500000,short,after,1,6.21918,3.69959,14492130117152109548,19508
clang-release,linear,min,524289,500000,short,before,1,7.47665,8.75401,14492130117152109548,20856
clang-release,linear,min,524289,500000,short,before,2,7.26331,8.01386,14492130117152109548,20756
clang-release,linear,min,524289,500000,short,after,2,6.16559,3.84134,14492130117152109548,19476
clang-release,linear,min,524289,500000,short,after,3,6.27647,4.11345,14492130117152109548,19436
clang-release,linear,min,524289,500000,short,before,3,7.54374,7.94158,14492130117152109548,20788
clang-release,linear,min,524289,500000,short,before,4,7.32581,7.87514,14492130117152109548,20712
clang-release,linear,min,524289,500000,short,after,4,6.15203,3.63971,14492130117152109548,19428
