config,structure,algebra,n,q,distribution,variant,run,build_ms,query_ms,checksum,peak_rss_kib
gcc-assert,sqrt,min,524289,5000000,random,before,0,31.1465,47.9384,17049764280524147678,181616
gcc-assert,sqrt,min,524289,5000000,random,after,0,16.1724,59.2002,17049764280524147678,116048
gcc-assert,sqrt,min,524289,5000000,random,after,1,16.5608,59.2139,17049764280524147678,116228
gcc-assert,sqrt,min,524289,5000000,random,before,1,32.1081,58.3237,17049764280524147678,181616
gcc-assert,sqrt,min,524289,5000000,random,before,2,33.2321,56.6322,17049764280524147678,181440
gcc-assert,sqrt,min,524289,5000000,random,after,2,16.7422,51.2321,17049764280524147678,116156
gcc-assert,sqrt,min,524289,5000000,random,after,3,16.5482,63.5501,17049764280524147678,116228
gcc-assert,sqrt,min,524289,5000000,random,before,3,34.9737,83.5852,17049764280524147678,181596
gcc-assert,sqrt,min,524289,5000000,random,before,4,34.3395,63.6712,17049764280524147678,181612
gcc-assert,sqrt,min,524289,5000000,random,after,4,16.4094,66.5012,17049764280524147678,116180
gcc-assert,sqrt,min,524289,5000000,random,after,5,16.7167,65.9981,17049764280524147678,116284
gcc-assert,sqrt,min,524289,5000000,random,before,5,43.77,46.5265,17049764280524147678,181612
