config,structure,algebra,n,q,distribution,variant,run,build_ms,query_ms,checksum,peak_rss_kib
gcc-release,dst,matrix,524289,500000,short,before,1,131.446,14.6783,10935118516001891810,371656
gcc-release,dst,matrix,524289,500000,short,before,2,133.466,14.2963,10935118516001891810,371644
gcc-release,dst,matrix,524289,500000,short,after,2,130.702,13.6498,10935118516001891810,355232
gcc-release,dst,matrix,524289,500000,short,after,3,130.704,14.8713,10935118516001891810,355224
gcc-release,dst,matrix,524289,500000,short,before,3,136.694,15.196,10935118516001891810,371732
gcc-release,dst,matrix,524289,500000,short,before,4,165.615,13.8992,10935118516001891810,371500
gcc-release,dst,matrix,524289,500000,short,after,4,132.285,13.6994,10935118516001891810,355364
gcc-release,dst,matrix,524289,500000,short,after,5,128.284,13.4352,10935118516001891810,355188
gcc-release,dst,matrix,524289,500000,short,before,5,134.243,14.5248,10935118516001891810,371612
gcc-release,dst,matrix,524289,100,random,before,0,129.392,0.006324,10901229608125078770,367768
gcc-release,dst,matrix,524289,100,random,after,0,126.139,0.006563,10901229608125078770,351300
gcc-release,dst,matrix,524289,100,random,after,1,131.748,0.007191,10901229608125078770,351296
gcc-release,dst,matrix,524289,100,random,before,1,128.782,0.006596,10901229608125078770,367764
gcc-release,dst,matrix,524289,100,random,before,2,137.163,0.007206,10901229608125078770,367604
gcc-release,dst,matrix,524289,100,random,after,2,134.443,0.006619,10901229608125078770,351364
gcc-release,dst,matrix,524289,100,random,after,3,130.359,0.007273,10901229608125078770,351348
gcc-release,dst,matrix,524289,100,random,before,3,131.227,0.006854,10901229608125078770,367764
gcc-release,dst,matrix,524289,100,random,before,4,155.635,0.007329,10901229608125078770,367868
gcc-release,dst,matrix,524289,100,random,after,4,132.084,0.007596,10901229608125078770,351344
gcc-release,dst,matrix,524289,100,random,after,5,131.808,0.011109,10901229608125078770,351332
gcc-release,dst,matrix,524289,100,random,before,5,130.127,0.007054,10901229608125078770,367796
clang-release,dst,min,500000,500000,random,before,0,27.2933,6.21396,14290619282437651446,89152
clang-release,dst,min,500000,500000,random,after,0,27.0405,5.60578,14290619282437651446,85148
clang-release,dst,min,500000,500000,random,after,1,26.702,5.86714,14290619282437651446,85164
clang-release,dst,min,500000,500000,random,before,1,27.3181,6.57226,14290619282437651446,89192
clang-release,dst,min,500000,500000,random,before,2,27.1745,5.72316,14290619282437651446,89144
clang-release,dst,min,500000,500000,random,after,2,26.7353,5.97558,14290619282437651446,85136
clang-release,dst,min,500000,500000,random,after,3,26.9153,5.56833,14290619282437651446,85204
clang-release,dst,min,500000,500000,random,before,3,30.316,6.01502,14290619282437651446,89196
clang-release,dst,min,500000,500000,random,before,4,27.3053,6.82768,14290619282437651446,89128
clang-release,dst,min,500000,500000,random,after,4,26.8299,5.95207,14290619282437651446,85164
clang-release,dst,min,500000,500000,random,after,5,26.846,5.87379,14290619282437651446,85232
clang-release,dst,min,500000,500000,random,before,5,28.0693,6.18785,14290619282437651446,89248
clang-release,dst,sum,500000,500000,random,before,0,26.583,5.68749,17032039528712304763,89184
clang-release,dst,sum,500000,500000,random,after,0,26.7886,6.39777,17032039528712304763,85232
clang-release,dst,sum,500000,500000,random,after,1,27.8576,6.2078,17032039528712304763,85220
clang-release,dst,sum,500000,500000,random,before,1,27.4497,5.83021,17032039528712304763,89180
clang-release,dst,sum,500000,500000,random,before,2,26.6821,5.43227,17032039528712304763,89180
clang-release,dst,sum,500000,500000,random,after,2,26.9481,5.47022,17032039528712304763,85248
clang-release,dst,sum,500000,500000,random,after,3,27.0338,7.30215,17032039528712304763,85204
clang-release,dst,sum,500000,500000,random,before,3,26.8792,5.65632,17032039528712304763,89152
clang-release,dst,sum,500000,500000,random,before,4,26.3692,5.53404,17032039528712304763,89160
clang-release,dst,sum,500000,500000,random,after,4,25.9833,4.9385,17032039528712304763,85280
clang-release,dst,sum,500000,500000,random,after,5,26.303,4.69607,17032039528712304763,85340
